timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1571528009174,12,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,1,1,http://localhost:8080/product,,11,1,0,LAPTOP-V4PSCO6F,0,3
1571528009299,7,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,2,2,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571528009424,2,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,3,3,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571528009549,7,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,4,4,http://localhost:8080/product,,6,1,0,LAPTOP-V4PSCO6F,0,1
1571528009674,2,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,5,5,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571528009799,6,Product,200,,Scenario 1 - Cache 1-6,text,true,,999,317,6,6,http://localhost:8080/product,,6,1,0,LAPTOP-V4PSCO6F,0,1
1571528009923,3,Product,200,,Scenario 1 - Cache 1-7,text,true,,999,317,7,7,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571528010049,8,Product,200,,Scenario 1 - Cache 1-8,text,true,,999,317,8,8,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571528010174,3,Product,200,,Scenario 1 - Cache 1-9,text,true,,999,317,9,9,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571528010223,2,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,9,9,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571528010300,7,Product,200,,Scenario 1 - Cache 1-10,text,true,,999,317,10,10,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571528010343,6,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,10,10,http://localhost:8080/product,,6,1,0,LAPTOP-V4PSCO6F,0,0
