timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1571527439213,11,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,1,1,http://localhost:8080/product,,11,1,0,LAPTOP-V4PSCO6F,0,3
1571527439462,3,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,2,2,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527439713,2,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,3,3,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527439963,2,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,4,4,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527440234,7,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,5,5,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571527440287,9,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,5,5,http://localhost:8080/product,,8,1,0,LAPTOP-V4PSCO6F,0,0
1571527440471,3,Product,200,,Scenario 1 - Cache 1-6,text,true,,999,317,6,6,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527440523,2,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,6,6,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527440713,5,Product,200,,Scenario 1 - Cache 1-7,text,true,,999,317,7,7,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527440733,3,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,7,7,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527440963,5,Product,200,,Scenario 1 - Cache 1-8,text,true,,999,317,8,8,http://localhost:8080/product,,5,1,0,LAPTOP-V4PSCO6F,0,1
1571527440979,4,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,8,8,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527441214,5,Product,200,,Scenario 1 - Cache 1-9,text,true,,999,317,9,9,http://localhost:8080/product,,5,1,0,LAPTOP-V4PSCO6F,0,1
1571527441320,7,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,9,9,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571527441378,8,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,9,9,http://localhost:8080/product,,8,1,0,LAPTOP-V4PSCO6F,0,2
1571527441465,9,Product,200,,Scenario 1 - Cache 1-10,text,true,,999,317,10,10,http://localhost:8080/product,,9,1,0,LAPTOP-V4PSCO6F,0,3
1571527441496,5,Product,200,,Scenario 1 - Cache 1-6,text,true,,999,317,10,10,http://localhost:8080/product,,5,1,0,LAPTOP-V4PSCO6F,0,1
1571527441536,2,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,10,10,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527441713,3,Product,200,,Scenario 1 - Cache 1-11,text,true,,999,317,11,11,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527441792,8,Product,200,,Scenario 1 - Cache 1-7,text,true,,999,317,11,11,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571527441823,4,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,11,11,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527441964,5,Product,200,,Scenario 1 - Cache 1-12,text,true,,999,317,12,12,http://localhost:8080/product,,5,1,0,LAPTOP-V4PSCO6F,0,1
1571527441971,4,Product,200,,Scenario 1 - Cache 1-8,text,true,,999,317,12,12,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,0
1571527441986,3,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,12,12,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527442212,4,Product,200,,Scenario 1 - Cache 1-13,text,true,,999,317,13,13,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527442256,3,Product,200,,Scenario 1 - Cache 1-9,text,true,,999,317,13,13,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442340,4,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,13,13,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442411,3,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,13,13,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527442463,3,Product,200,,Scenario 1 - Cache 1-14,text,true,,999,317,14,14,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442534,3,Product,200,,Scenario 1 - Cache 1-6,text,true,,999,317,14,14,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442567,3,Product,200,,Scenario 1 - Cache 1-10,text,true,,999,317,14,14,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527442611,3,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,14,14,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527442713,18,Product,200,,Scenario 1 - Cache 1-15,text,true,,999,317,15,15,http://localhost:8080/product,,17,1,0,LAPTOP-V4PSCO6F,0,0
1571527442739,3,Product,200,,Scenario 1 - Cache 1-11,text,true,,999,317,15,15,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527442834,4,Product,200,,Scenario 1 - Cache 1-7,text,true,,999,317,15,15,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527442891,5,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,15,15,http://localhost:8080/product,,5,1,0,LAPTOP-V4PSCO6F,0,1
1571527442963,3,Product,200,,Scenario 1 - Cache 1-16,text,true,,999,317,16,16,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442976,3,Product,200,,Scenario 1 - Cache 1-12,text,true,,999,317,16,16,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527442993,3,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,16,16,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527443053,3,Product,200,,Scenario 1 - Cache 1-8,text,true,,999,317,16,16,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527443213,4,Product,200,,Scenario 1 - Cache 1-17,text,true,,999,317,17,17,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443223,3,Product,200,,Scenario 1 - Cache 1-13,text,true,,999,317,17,17,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,1
1571527443276,3,Product,200,,Scenario 1 - Cache 1-9,text,true,,999,317,17,17,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527443376,4,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,17,17,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443434,4,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,17,17,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527443462,4,Product,200,,Scenario 1 - Cache 1-18,text,true,,999,317,18,18,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443501,3,Product,200,,Scenario 1 - Cache 1-14,text,true,,999,317,18,18,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527443611,7,Product,200,,Scenario 1 - Cache 1-10,text,true,,999,317,18,18,http://localhost:8080/product,,6,1,0,LAPTOP-V4PSCO6F,0,1
1571527443612,7,Product,200,,Scenario 1 - Cache 1-6,text,true,,999,317,18,18,http://localhost:8080/product,,7,1,0,LAPTOP-V4PSCO6F,0,1
1571527443706,3,Product,200,,Scenario 1 - Cache 1-2,text,true,,999,317,18,18,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527443713,2,Product,200,,Scenario 1 - Cache 1-19,text,true,,999,317,19,19,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527443743,4,Product,200,,Scenario 1 - Cache 1-15,text,true,,999,317,19,19,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443822,3,Product,200,,Scenario 1 - Cache 1-11,text,true,,999,317,19,19,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527443843,3,Product,200,,Scenario 1 - Cache 1-7,text,true,,999,317,19,19,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527443960,5,Product,200,,Scenario 1 - Cache 1-3,text,true,,999,317,20,20,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443964,4,Product,200,,Scenario 1 - Cache 1-20,text,true,,999,317,20,20,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527443979,3,Product,200,,Scenario 1 - Cache 1-16,text,true,,999,317,20,20,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527444019,3,Product,200,,Scenario 1 - Cache 1-4,text,true,,999,317,20,20,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527444059,5,Product,200,,Scenario 1 - Cache 1-8,text,true,,999,317,20,20,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527444079,4,Product,200,,Scenario 1 - Cache 1-12,text,true,,999,317,20,20,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527444213,4,Product,200,,Scenario 1 - Cache 1-21,text,true,,999,317,21,21,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527444235,3,Product,200,,Scenario 1 - Cache 1-13,text,true,,999,317,21,21,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527444278,3,Product,200,,Scenario 1 - Cache 1-17,text,true,,999,317,21,21,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
1571527444364,4,Product,200,,Scenario 1 - Cache 1-9,text,true,,999,317,21,21,http://localhost:8080/product,,4,1,0,LAPTOP-V4PSCO6F,0,1
1571527444400,3,Product,200,,Scenario 1 - Cache 1-5,text,true,,999,317,21,21,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527444463,2,Product,200,,Scenario 1 - Cache 1-22,text,true,,999,317,22,22,http://localhost:8080/product,,2,1,0,LAPTOP-V4PSCO6F,0,0
1571527444493,4,Product,200,,Scenario 1 - Cache 1-1,text,true,,999,317,22,22,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,1
1571527444509,4,Product,200,,Scenario 1 - Cache 1-18,text,true,,999,317,22,22,http://localhost:8080/product,,3,1,0,LAPTOP-V4PSCO6F,0,0
